Time,PPG,ECG,Class
0.0,0.631372549019608,0.5703125,1
0.008,0.627450980392157,0.5703125,1
0.016,0.627450980392157,0.5625,1
0.024,0.623529411764706,0.6015625,1
0.032,0.623529411764706,0.625,1
0.04,0.623529411764706,0.65625,1
0.048,0.619607843137255,0.671875,1
0.056,0.619607843137255,0.671875,1
0.064,0.619607843137255,0.671875,1
0.072,0.619607843137255,0.6875,1
0.08,0.619607843137255,0.65625,1
0.088,0.619607843137255,0.65625,1
0.096,0.619607843137255,0.6484375,1
0.104,0.619607843137255,0.6171875,1
0.112,0.619607843137255,0.5859375,1
0.12,0.619607843137255,0.5625,1
0.128,0.619607843137255,0.546875,1
0.136,0.619607843137255,0.5390625,1
0.144,0.619607843137255,0.515625,1
0.152,0.615686274509804,0.5,1
0.16,0.615686274509804,0.4921875,1
0.168,0.615686274509804,0.4921875,1
0.176,0.611764705882353,0.4921875,1
0.184,0.611764705882353,0.4765625,1
0.192,0.607843137254902,0.4765625,1
0.2,0.603921568627451,0.4765625,1
0.208,0.6,0.4765625,1
0.216,0.596078431372549,0.4609375,1
0.224,0.592156862745098,0.4765625,1
0.232,0.584313725490196,0.4921875,1
0.24,0.572549019607843,0.4921875,1
0.248,0.556862745098039,0.4921875,1
0.256,0.541176470588235,0.4921875,1
0.264,0.52156862745098,0.4921875,1
0.272,0.501960784313725,0.5,1
0.28,0.490196078431373,0.4921875,1
0.288,0.482352941176471,0.5,1
0.296,0.482352941176471,0.5,1
0.304,0.486274509803922,0.5078125,1
0.312,0.490196078431373,0.5,1
0.32,0.501960784313725,0.5,1
0.328,0.509803921568627,0.515625,1
0.336,0.52156862745098,0.5,1
0.344,0.494117647058824,0.515625,1
0.352,0.447058823529412,0.53125,1
0.36,0.435294117647059,0.5,1
0.368,0.443137254901961,0.515625,1
0.376,0.450980392156863,0.5390625,1
0.384,0.466666666666667,0.546875,1
0.392,0.47843137254902,0.5625,1
0.4,0.486274509803922,0.5625,1
0.408,0.494117647058824,0.5546875,1
0.416,0.498039215686275,0.5703125,1
0.424,0.501960784313725,0.546875,1
0.432,0.505882352941176,0.515625,1
0.44,0.509803921568627,0.515625,1
0.448,0.513725490196078,0.5,1
0.456,0.52156862745098,0.4921875,1
0.464,0.529411764705882,0.484375,1
0.472,0.537254901960784,0.46875,1
0.48,0.549019607843137,0.4609375,1
0.488,0.56078431372549,0.4609375,1
0.496,0.572549019607843,0.453125,1
0.504,0.584313725490196,0.4609375,1
0.512,0.592156862745098,0.4609375,1
0.52,0.6,0.46875,1
0.528,0.603921568627451,0.4765625,1
0.536,0.607843137254902,0.5234375,1
0.544,0.611764705882353,0.625,1
0.552,0.611764705882353,0.4609375,1
0.56,0.615686274509804,0.0625,1
0.568,0.619607843137255,-0.203125,1
0.576,0.619607843137255,-0.109375,1
0.584,0.623529411764706,-0.015625,1
0.592,0.623529411764706,0.2578125,1
0.6,0.623529411764706,0.4140625,1
0.608,0.623529411764706,0.4453125,1
0.616,0.623529411764706,0.4921875,1
0.624,0.623529411764706,0.53125,1
0.632,0.623529411764706,0.546875,1
0.64,0.623529411764706,0.546875,1
0.648,0.619607843137255,0.5390625,1
0.656,0.615686274509804,0.546875,1
0.664,0.615686274509804,0.546875,1
0.672,0.611764705882353,0.546875,1
0.68,0.607843137254902,0.5546875,1
0.688,0.603921568627451,0.5390625,1
0.696,0.596078431372549,0.5390625,1
0.704,0.592156862745098,0.5390625,1
0.712,0.584313725490196,0.53125,1
0.72,0.576470588235294,0.546875,1
0.728,0.568627450980392,0.546875,1
0.736,0.56078431372549,0.546875,1
0.744,0.549019607843137,0.546875,1
0.752,0.529411764705882,0.5546875,1
0.76,0.498039215686275,0.546875,1
0.768,0.450980392156863,0.5625,1
0.776,0.392156862745098,0.578125,1
0.784,0.317647058823529,0.59375,1
0.792,0.235294117647059,0.609375,1
0.8,0.152941176470588,0.6015625,1
0.808,0.0862745098039216,0.640625,1
0.816,0.0431372549019608,0.65625,1
0.824,0.0196078431372549,0.6640625,1
