Time,PPG,ECG,Class
0.0,0.223529411764706,0.515625,1
0.008,0.219607843137255,0.5078125,1
0.016,0.231372549019608,0.5,1
0.024,0.247058823529412,0.515625,1
0.032,0.250980392156863,0.5,1
0.04,0.254901960784314,0.515625,1
0.048,0.258823529411765,0.5078125,1
0.056,0.258823529411765,0.515625,1
0.064,0.258823529411765,0.5078125,1
0.072,0.262745098039216,0.5,1
0.08,0.270588235294118,0.5,1
0.088,0.282352941176471,0.5,1
0.096,0.298039215686275,0.5,1
0.104,0.317647058823529,0.5,1
0.112,0.341176470588235,0.5,1
0.12,0.368627450980392,0.5,1
0.128,0.4,0.5,1
0.136,0.427450980392157,0.4921875,1
0.144,0.450980392156863,0.4921875,1
0.152,0.47843137254902,0.4921875,1
0.16,0.505882352941176,0.4765625,1
0.168,0.529411764705882,0.4765625,1
0.176,0.552941176470588,0.4765625,1
0.184,0.568627450980392,0.4765625,1
0.192,0.588235294117647,0.4765625,1
0.2,0.6,0.4765625,1
0.208,0.611764705882353,0.4765625,1
0.216,0.619607843137255,0.4765625,1
0.224,0.623529411764706,0.4765625,1
0.232,0.627450980392157,0.4765625,1
0.24,0.631372549019608,0.4765625,1
0.248,0.631372549019608,0.4765625,1
0.256,0.631372549019608,0.4921875,1
0.264,0.631372549019608,0.5,1
0.272,0.627450980392157,0.5234375,1
0.28,0.623529411764706,0.5390625,1
0.288,0.619607843137255,0.5234375,1
0.296,0.615686274509804,0.515625,1
0.304,0.607843137254902,0.5546875,1
0.312,0.6,0.5625,1
0.32,0.592156862745098,0.53125,1
0.328,0.580392156862745,0.5234375,1
0.336,0.568627450980392,0.5,1
0.344,0.556862745098039,0.4765625,1
0.352,0.545098039215686,0.453125,1
0.36,0.533333333333333,0.4453125,1
0.368,0.517647058823529,0.4453125,1
0.376,0.505882352941176,0.4375,1
0.384,0.490196078431373,0.4375,1
0.392,0.47843137254902,0.4375,1
0.4,0.466666666666667,0.4453125,1
0.408,0.458823529411765,0.4453125,1
0.416,0.447058823529412,0.4453125,1
0.424,0.443137254901961,0.4765625,1
0.432,0.435294117647059,0.53125,1
0.44,0.435294117647059,0.6015625,1
0.448,0.431372549019608,0.6171875,1
0.456,0.427450980392157,0.265625,1
0.464,0.427450980392157,0.0859375,1
0.472,0.427450980392157,0.0625,1
0.48,0.427450980392157,0.09375,1
0.488,0.427450980392157,0.1796875,1
0.496,0.427450980392157,0.28125,1
0.504,0.427450980392157,0.3515625,1
0.512,0.427450980392157,0.3671875,1
0.52,0.427450980392157,0.375,1
0.528,0.423529411764706,0.40625,1
0.536,0.423529411764706,0.4921875,1
0.544,0.423529411764706,0.5234375,1
0.552,0.423529411764706,0.546875,1
0.56,0.423529411764706,0.546875,1
0.568,0.419607843137255,0.546875,1
0.576,0.419607843137255,0.546875,1
0.584,0.415686274509804,0.5546875,1
0.592,0.415686274509804,0.5625,1
0.6,0.411764705882353,0.5625,1
0.608,0.407843137254902,0.5703125,1
0.616,0.407843137254902,0.5703125,1
0.624,0.403921568627451,0.578125,1
0.632,0.4,0.5703125,1
0.64,0.4,0.59375,1
0.648,0.396078431372549,0.5859375,1
0.656,0.392156862745098,0.59375,1
0.664,0.388235294117647,0.59375,1
0.672,0.388235294117647,0.6015625,1
0.68,0.384313725490196,0.609375,1
0.688,0.380392156862745,0.6015625,1
0.696,0.376470588235294,0.6171875,1
0.704,0.372549019607843,0.609375,1
0.712,0.372549019607843,0.609375,1
0.72,0.368627450980392,0.6171875,1
0.728,0.364705882352941,0.6171875,1
0.736,0.364705882352941,0.6171875,1
0.744,0.364705882352941,0.609375,1
0.752,0.36078431372549,0.6015625,1
0.76,0.36078431372549,0.609375,1
0.768,0.356862745098039,0.6015625,1
0.776,0.356862745098039,0.5859375,1
0.784,0.356862745098039,0.578125,1
0.792,0.352941176470588,0.5859375,1
0.8,0.352941176470588,0.5625,1
0.808,0.352941176470588,0.5546875,1
0.816,0.349019607843137,0.53125,1
0.824,0.349019607843137,0.5234375,1
0.832,0.349019607843137,0.5078125,1
0.84,0.349019607843137,0.5,1
0.848,0.345098039215686,0.5,1
0.856,0.345098039215686,0.5,1
0.864,0.345098039215686,0.5,1
0.872,0.345098039215686,0.5,1
0.88,0.341176470588235,0.5,1
0.888,0.341176470588235,0.5078125,1
