Time,PPG,ECG,Class
0.0,0.917647058823529,0.84375,0
0.008,0.933333333333333,0.8203125,0
0.016,0.949019607843137,0.8203125,0
0.024,0.96078431372549,0.8046875,0
0.032,0.972549019607843,0.8203125,0
0.04,0.980392156862745,0.8046875,0
0.048,0.984313725490196,0.796875,0
0.056,0.984313725490196,0.8359375,0
0.064,0.980392156862745,0.796875,0
0.072,0.976470588235294,0.7890625,0
0.08,0.972549019607843,0.7578125,0
0.088,0.964705882352941,0.703125,0
0.096,0.952941176470588,0.6875,0
0.104,0.941176470588235,0.6328125,0
0.112,0.925490196078431,0.6328125,0
0.12,0.909803921568627,0.6328125,0
0.128,0.890196078431372,0.6484375,0
0.136,0.866666666666667,0.6953125,0
0.144,0.83921568627451,0.7421875,0
0.152,0.815686274509804,0.7578125,0
0.16,0.792156862745098,0.765625,0
0.168,0.764705882352941,0.75,0
0.176,0.733333333333333,0.7421875,0
0.184,0.705882352941177,0.75,0
0.192,0.67843137254902,0.7421875,0
0.2,0.650980392156863,0.75,0
0.208,0.623529411764706,0.75,0
0.216,0.6,0.75,0
0.224,0.576470588235294,0.7421875,0
0.232,0.556862745098039,0.7265625,0
0.24,0.541176470588235,0.71875,0
0.248,0.525490196078431,0.7265625,0
0.256,0.513725490196078,0.7109375,0
0.264,0.501960784313725,0.75,0
0.272,0.490196078431373,0.6953125,0
0.28,0.482352941176471,0.6796875,0
0.288,0.474509803921569,0.6953125,0
0.296,0.470588235294118,0.6953125,0
0.304,0.466666666666667,0.703125,0
0.312,0.462745098039216,0.6875,0
0.32,0.462745098039216,0.6796875,0
0.328,0.462745098039216,0.71875,0
0.336,0.462745098039216,0.7421875,0
0.344,0.462745098039216,0.7265625,0
0.352,0.462745098039216,0.765625,0
0.36,0.462745098039216,0.75,0
0.368,0.458823529411765,0.7890625,0
0.376,0.458823529411765,0.7578125,0
0.384,0.450980392156863,0.796875,0
0.392,0.447058823529412,0.7734375,0
0.4,0.43921568627451,0.7578125,0
0.408,0.427450980392157,0.7734375,0
0.416,0.415686274509804,0.7265625,0
0.424,0.403921568627451,0.6953125,0
0.432,0.392156862745098,0.7265625,0
0.44,0.380392156862745,0.703125,0
0.448,0.368627450980392,0.6875,0
0.456,0.36078431372549,0.7265625,0
0.464,0.352941176470588,0.734375,0
0.472,0.345098039215686,0.6953125,0
0.48,0.333333333333333,0.6875,0
0.488,0.32156862745098,0.671875,0
0.496,0.313725490196078,0.6953125,0
0.504,0.309803921568627,0.7109375,0
0.512,0.305882352941176,0.6875,0
0.52,0.301960784313725,0.6796875,0
0.528,0.298039215686275,0.6953125,0
0.536,0.298039215686275,0.7109375,0
0.544,0.294117647058824,0.65625,0
0.552,0.290196078431373,0.6796875,0
0.56,0.290196078431373,0.6875,0
0.568,0.286274509803922,0.7109375,0
0.576,0.286274509803922,0.6640625,0
0.584,0.286274509803922,0.65625,0
0.592,0.282352941176471,0.6796875,0
0.6,0.282352941176471,0.71875,0
0.608,0.282352941176471,0.8515625,0
0.616,0.282352941176471,0.9609375,0
0.624,0.282352941176471,1.0078125,0
0.632,0.282352941176471,0.53125,0
0.64,0.282352941176471,0.3515625,0
0.648,0.282352941176471,0.4609375,0
0.656,0.282352941176471,0.6171875,0
0.664,0.282352941176471,0.734375,0
0.672,0.27843137254902,0.7890625,0
0.68,0.27843137254902,0.78125,0
0.688,0.27843137254902,0.8046875,0
0.696,0.274509803921569,0.75,0
0.704,0.270588235294118,0.78125,0
0.712,0.270588235294118,0.765625,0
0.72,0.266666666666667,0.7578125,0
0.728,0.262745098039216,0.75,0
0.736,0.258823529411765,0.78125,0
0.744,0.258823529411765,0.75,0
0.752,0.254901960784314,0.765625,0
0.76,0.254901960784314,0.7421875,0
0.768,0.254901960784314,0.75,0
0.776,0.254901960784314,0.765625,0
0.784,0.254901960784314,0.7421875,0
0.792,0.254901960784314,0.75,0
0.8,0.254901960784314,0.71875,0
0.808,0.258823529411765,0.75,0
0.816,0.258823529411765,0.75,0
0.824,0.258823529411765,0.703125,0
0.832,0.258823529411765,0.671875,0
0.84,0.258823529411765,0.6484375,0
0.848,0.258823529411765,0.7265625,0
0.856,0.258823529411765,0.75,0
0.864,0.254901960784314,0.7265625,0
0.872,0.254901960784314,0.7265625,0
0.88,0.250980392156863,0.7265625,0
0.888,0.250980392156863,0.7265625,0
0.896,0.247058823529412,0.7109375,0
0.904,0.247058823529412,0.75,0
0.912,0.247058823529412,0.78125,0
0.92,0.247058823529412,0.7890625,0
0.928,0.247058823529412,0.78125,0
0.936,0.247058823529412,0.7734375,0
0.944,0.247058823529412,0.78125,0
0.952,0.250980392156863,0.7890625,0
0.96,0.250980392156863,0.734375,0
0.968,0.254901960784314,0.734375,0
0.976,0.254901960784314,0.7109375,0
0.984,0.258823529411765,0.6953125,0
0.992,0.258823529411765,0.671875,0
1.0,0.258823529411765,0.65625,0
1.008,0.262745098039216,0.65625,0
1.016,0.262745098039216,0.640625,0
1.024,0.262745098039216,0.65625,0
1.032,0.262745098039216,0.6953125,0
1.04,0.262745098039216,0.671875,0
1.048,0.266666666666667,0.6484375,0
1.056,0.266666666666667,0.640625,0
1.064,0.266666666666667,0.609375,0
1.072,0.266666666666667,0.609375,0
1.08,0.270588235294118,0.6328125,0
1.088,0.270588235294118,0.65625,0
1.096,0.270588235294118,0.6640625,0
1.104,0.274509803921569,0.671875,0
1.112,0.27843137254902,0.6953125,0
1.12,0.282352941176471,0.671875,0
1.128,0.290196078431373,0.65625,0
1.136,0.298039215686275,0.6875,0
1.144,0.305882352941176,0.6875,0
1.152,0.317647058823529,0.6953125,0
1.16,0.329411764705882,0.71875,0
1.168,0.341176470588235,0.7890625,0
1.176,0.356862745098039,0.8515625,0
1.184,0.372549019607843,0.6484375,0
1.192,0.392156862745098,0.625,0
1.2,0.407843137254902,0.75,0
1.208,0.423529411764706,0.6953125,0
1.216,0.443137254901961,0.7265625,0
1.224,0.458823529411765,0.7578125,0
1.232,0.474509803921569,0.765625,0
1.24,0.486274509803922,0.75,0
1.248,0.498039215686275,0.765625,0
1.256,0.505882352941176,0.7734375,0
1.264,0.517647058823529,0.7421875,0
1.272,0.525490196078431,0.75,0
1.28,0.533333333333333,0.734375,0
1.288,0.541176470588235,0.765625,0
1.296,0.545098039215686,0.6953125,0
1.304,0.549019607843137,0.734375,0
1.312,0.552941176470588,0.703125,0
1.32,0.552941176470588,0.7265625,0
1.328,0.552941176470588,0.7109375,0
1.336,0.552941176470588,0.734375,0
1.344,0.549019607843137,0.703125,0
