Time,PPG,ECG,Class
0.0,0.403921568627451,0.390625,0
0.008,0.407843137254902,0.390625,0
0.016,0.407843137254902,0.40625,0
0.024,0.407843137254902,0.40625,0
0.032,0.411764705882353,0.4375,0
0.04,0.411764705882353,0.421875,0
0.048,0.411764705882353,0.40625,0
0.056,0.415686274509804,0.40625,0
0.064,0.415686274509804,0.40625,0
0.072,0.415686274509804,0.40625,0
0.08,0.419607843137255,0.4296875,0
0.088,0.419607843137255,0.4375,0
0.096,0.419607843137255,0.421875,0
0.104,0.419607843137255,0.40625,0
0.112,0.419607843137255,0.421875,0
0.12,0.419607843137255,0.4140625,0
0.128,0.423529411764706,0.40625,0
0.136,0.427450980392157,0.3984375,0
0.144,0.435294117647059,0.375,0
0.152,0.450980392156863,0.375,0
0.16,0.466666666666667,0.6875,0
0.168,0.494117647058824,1.1796875,0
0.176,0.525490196078431,1.390625,0
0.184,0.56078431372549,1.1484375,0
0.192,0.596078431372549,0.6953125,0
0.2,0.627450980392157,0.46875,0
0.208,0.654901960784314,0.3671875,0
0.216,0.67843137254902,0.3203125,0
0.224,0.694117647058824,0.3125,0
0.232,0.701960784313725,0.3203125,0
0.24,0.705882352941177,0.3203125,0
0.248,0.705882352941177,0.3203125,0
0.256,0.701960784313725,0.3125,0
0.264,0.698039215686274,0.3125,0
0.272,0.694117647058824,0.3125,0
0.28,0.686274509803922,0.3203125,0
0.288,0.67843137254902,0.3359375,0
0.296,0.670588235294118,0.328125,0
0.304,0.662745098039216,0.3125,0
0.312,0.654901960784314,0.3125,0
0.32,0.647058823529412,0.3125,0
0.328,0.63921568627451,0.3203125,0
0.336,0.627450980392157,0.328125,0
0.344,0.619607843137255,0.34375,0
0.352,0.607843137254902,0.359375,0
0.36,0.6,0.375,0
0.368,0.588235294117647,0.3828125,0
0.376,0.576470588235294,0.390625,0
0.384,0.564705882352941,0.390625,0
0.392,0.549019607843137,0.390625,0
0.4,0.537254901960784,0.390625,0
0.408,0.52156862745098,0.3984375,0
0.416,0.509803921568627,0.4140625,0
0.424,0.498039215686275,0.4140625,0
0.432,0.490196078431373,0.421875,0
0.44,0.482352941176471,0.40625,0
0.448,0.474509803921569,0.4140625,0
0.456,0.470588235294118,0.4140625,0
0.464,0.470588235294118,0.4140625,0
0.472,0.466666666666667,0.421875,0
0.48,0.466666666666667,0.40625,0
0.488,0.462745098039216,0.390625,0
0.496,0.462745098039216,0.40625,0
0.504,0.462745098039216,0.3984375,0
0.512,0.462745098039216,0.40625,0
0.52,0.462745098039216,0.390625,0
0.528,0.458823529411765,0.40625,0
0.536,0.458823529411765,0.3984375,0
0.544,0.454901960784314,0.40625,0
0.552,0.450980392156863,0.40625,0
0.56,0.450980392156863,0.40625,0
0.568,0.447058823529412,0.40625,0
0.576,0.443137254901961,0.40625,0
0.584,0.43921568627451,0.40625,0
0.592,0.435294117647059,0.4140625,0
0.6,0.431372549019608,0.4140625,0
0.608,0.427450980392157,0.40625,0
0.616,0.423529411764706,0.4140625,0
0.624,0.419607843137255,0.4140625,0
0.632,0.419607843137255,0.40625,0
0.64,0.423529411764706,0.3828125,0
0.648,0.431372549019608,0.375,0
0.656,0.43921568627451,0.375,0
0.664,0.450980392156863,0.390625,0
0.672,0.470588235294118,0.40625,0
0.68,0.494117647058824,0.421875,0
0.688,0.517647058823529,0.4375,0
0.696,0.541176470588235,0.4375,0
0.704,0.56078431372549,0.421875,0
0.712,0.576470588235294,0.40625,0
0.72,0.592156862745098,0.421875,0
0.728,0.6,0.4375,0
0.736,0.603921568627451,0.4375,0
0.744,0.603921568627451,0.4375,0
0.752,0.603921568627451,0.4375,0
0.76,0.6,0.4375,0
0.768,0.596078431372549,0.4296875,0
0.776,0.588235294117647,0.4375,0
0.784,0.580392156862745,0.4375,0
0.792,0.576470588235294,0.453125,0
0.8,0.556862745098039,0.4375,0
0.808,0.533333333333333,0.4140625,0
0.816,0.513725490196078,0.3984375,0
0.824,0.501960784313725,0.390625,0
0.832,0.490196078431373,0.390625,0
0.84,0.47843137254902,0.40625,0
0.848,0.466666666666667,0.421875,0
0.856,0.454901960784314,0.4375,0
0.864,0.43921568627451,0.4375,0
0.872,0.423529411764706,0.4375,0
0.88,0.411764705882353,0.4375,0
0.888,0.396078431372549,0.421875,0
0.896,0.380392156862745,0.421875,0
0.904,0.364705882352941,0.4296875,0
0.912,0.352941176470588,0.4375,0
0.92,0.345098039215686,0.421875,0
